Job Title,Company Name,Location,Date Scraped,Job URL,Job Industry,Job Type,Job Seniority,Job Description,
95,Software Developer (cross train as a Salesforce Developer),Revolent Group,"Sydney, New South Wales, Australia",2021-08-25,https://au.linkedin.com/jobs/view/software-developer-cross-train-as-a-salesforce-developer-at-revolent-group-2686230736?refId=HWAFoYC7r%2BLPbIUd8QPBBA%3D%3D&trackingId=OPgtFoXC508H1I3FwmknPA%3D%3D&position=2&pageNum=4&trk=public_jobs_jserp-result_search-card,Information Technology and Services,"Employment type
Full-time",Associate,"Are you a Software Developer looking to transition your career in one of the most popular technologies in the market? At Revolent, we are looking for passionate software developers to cross-train into Salesforce, the world's fastest growing CRM!"
96,Senior Quantitative Analyst - SME IRRBB Analytics,Westpac Group,"Sydney, New South Wales, Australia",2021-08-25,https://au.linkedin.com/jobs/view/senior-quantitative-analyst-sme-irrbb-analytics-at-westpac-group-2689865094?refId=HWAFoYC7r%2BLPbIUd8QPBBA%3D%3D&trackingId=ZNm6qELjkTNmoRldixiabA%3D%3D&position=3&pageNum=4&trk=public_jobs_jserp-result_search-card,"Banking, Financial Services, and Investment Banking","Employment type
Full-time",Not Applicable," This is an exciting opportunity to work with the Treasury Risk second line function to deliver improvements in risk management of the non-traded market risk models. You will be helping that team build capability and maturity in the governance of APS117, ensuring alignment to the Group Risk Management Framework.    The role will require insightful analysis to be conducted on models to identify enhancements. You will provide key support to other members of the Treasury Market Risk team within the Plan and work closely with the Senior Manager, Treasury Market Risk Analytics.    Focus areas include:    You’ll play an important and significant part in the future of a business that has been around for 200 years and be instrumental in achieving our purpose of helping Australians succeed. So, we’ll back you in the development of your career, with internal career prospects and flexible working arrangements. You’ll also be backed by a fantastic team of people in a can-do, supportive structure.      We aim to provide one big, supportive team of people who love helping others succeed. As an equal opportunity employer, we’re proud to have created a culture and work environment that values diversity and flexibility – and champions inclusion.    Start here. Just click on the APPLY button."
97,Business Analyst - Business Engineering- Sydney/Melbourne,Deloitte Australia,"Sydney, New South Wales, Australia",2021-08-25,https://au.linkedin.com/jobs/view/business-analyst-business-engineering-sydney-melbourne-at-deloitte-australia-2689863043?refId=HWAFoYC7r%2BLPbIUd8QPBBA%3D%3D&trackingId=gw34Xh218DsVRMguK9lFyw%3D%3D&position=4&pageNum=4&trk=public_jobs_jserp-result_search-card,"Information Technology and Services, Computer Software, and Financial Services","Employment type
Part-time",Entry level,"Description:  At Deloitte, we're motivated by a purpose that transcends profits: to make an impact that matters in our communities.  By joining our high performing Business Engineering Team in the Deloitte Core Business Operations offering portfolio, you will be working closely with our clients to solve their weird and wonderful problems, adding value, and in the driver’s seat of innovation and client experience.  With some of Australia’s best Business BA's already on board, we are keen to connect with the wider talent community about what a career as a Business Analyst at Deloitte Business Engineering can look like.  We are looking for creative individuals who challenge the status quo, are passionate about solving complex business problems, and bring a smorgasbord of tools and skills to drive business outcomes for our clients. If you’re sitting there reading this thinking, “hey, that’s me!”, it’s time to apply now!    Expertise, speed, integrity and quality is at the forefront of who we are and how we work. Our team is not generic - we are a progressive and opinionated and truly diverse bunch who prides themselves on not just what we do, but how we do it.  Our clients trust us to support them through periods of change and help them deliver on complex operational challenges to their business, from project inception to completion.  You will be working as part of a multi-disciplined team providing a range of support to deliver small to large-scale projects. Not only will you be involved in defining initiatives which deliver specific business and technological capabilities, you will also have an active part in producing business blueprints, reporting, research analysis and much more, while working with closely with diverse stakeholder groups and other operational teams. Now, more than ever, this is the space to truly make an impact. Are you in?    We are looking for someone with:  Ideally, you will be working towards a CBAP certification (or equivalent).    At Deloitte, we create positively differentiated work experiences that enable our people to feel valued and achieve their full potential. Deloitte Australia opens the door to a career that can cross borders virtually and physically across Asia Pacific to gain experience and access projects beyond Australia’s borders. We value difference, and embrace people with diverse backgrounds, experiences, gender identities, abilities and thinking styles. Knowing that people work best in a variety of ways, we are happy to discuss alternative arrangements if the working pattern you are looking for is not specifically indicated.  Deloitte is committed to our ongoing work towards reconciliation as a country and as a firm and are seeking to provide employment opportunities for Indigenous peoples, ensuring best practice  professional development practices to set them up for success and retention. Aboriginal, Torres Strait Islander and Indigenous people are encouraged to apply for this role.  We recognise the value of healthy, happy colleagues and promote a culture of care and wellbeing, offering benefits such as flexible working. Our new Deloitte Experience promotes innovative ways of working during these unprecedented COVID times. Deloitte Flex is truly revolutionary – we’ve never seen it done quite like this before!  We’re committed to continually building a safe and respectful workplace, where all our people feel appreciated and accepted. Through the creation of endorsed employee-led diversity networks which promote cultural, disability, LGBTI+, Aboriginal and Torres Strait Islander people and gender equality, we’re leading the way to shape an environment where everybody can thrive.    If you love the sound of being part of the BE family, apply now!  #cons  By applying to this job, you will be assessed against the Deloitte Global Talent Standards. We’ve designed these standards to provide our clients with a consistent and exceptional Deloitte employee experience globally.  At Deloitte, we know we’re at our best when we look out for one another; prioritise respect, fairness, development and wellbeing; foster an inclusive culture and embrace diversity in all forms. All qualified applicants will receive consideration for employment regardless of their background, experience, identity, ability or thinking style, and if you need assistance or an accommodation during the application process for accessibility reasons this is available upon request.  The preferred candidate will be subject to background screening by Deloitte or by their external third-party provider."
98,Actuarial Data Analyst (12 month contract),MetLife Australia,"Sydney, New South Wales, Australia",2021-08-25,https://au.linkedin.com/jobs/view/actuarial-data-analyst-12-month-contract-at-metlife-australia-2689857392?refId=HWAFoYC7r%2BLPbIUd8QPBBA%3D%3D&trackingId=SEDlO8qV8CN225jCjA6fdQ%3D%3D&position=5&pageNum=4&trk=public_jobs_jserp-result_search-card,"Insurance, Financial Services, and Banking","Employment type
Contract",Associate,Summary of Responsibilities:   The Actuarial Data Analyst is responsible for supporting the Actuarial team to discover and disseminate data driven actuarial insights.
99,Technical Advisor / Business Analyst / Grant Writer,Gainpoint Corporate Advisory,"Sydney, New South Wales, Australia",2021-08-25,https://au.linkedin.com/jobs/view/technical-advisor-business-analyst-grant-writer-at-gainpoint-corporate-advisory-2635237598?refId=HWAFoYC7r%2BLPbIUd8QPBBA%3D%3D&trackingId=Sa%2B4xp%2BkQbibSEEer1VEjg%3D%3D&position=6&pageNum=4&trk=public_jobs_jserp-result_search-card,NA,NA,NA,Growth industry - be part of Australia’s innovation culture ● Full time or part time role; ● Work from home or office; ● Innovative startup consulting firm
100,Senior Business Analyst,Transport for NSW,"City of Parramatta, New South Wales, Australia",2021-08-25,https://au.linkedin.com/jobs/view/senior-business-analyst-at-transport-for-nsw-2689844254?refId=HWAFoYC7r%2BLPbIUd8QPBBA%3D%3D&trackingId=T4epJDE9BClZkXFz8hFsGg%3D%3D&position=7&pageNum=4&trk=public_jobs_jserp-result_search-card,Transportation/Trucking/Railroad,"Employment type
Temporary",Mid-Senior level,"About Us  Transport for NSW (TfNSW) is the lead agency of the NSW Transport cluster. Our role is to lead the development of a safe, efficient, integrated transport system that keeps people and goods moving, connects communities and shapes the future of our cities, centres and regions. We work with several government agencies to coordinate metro, train, bus, ferry, light rail, road and maritime services, always keeping the safety and comfort of our customers at the heart of what we do.    Our Strategy and Transformation within the IT Portfolio branch, are responsible for engagement programs, insights and projects that drive future focused safety and sustainability outcomes across Transport for NSW.    Transport for New South Wales (TfNSW) is seeking an experienced Senior Business Analyst on a temporary role upto 2 years, to act as key contributors to the development and adoption of Transport IT Strategy. As an experienced Business Analyst with a background in Strategy development, your contribution will range across collaboration with Business and IT teams, gathering and analysing information, developing and documenting strategies that enable the organisation to achieve the targeted business outcomes. Your objectives may range from specific tasks to contributing to larger projects and initiatives.  On a day to day basis you will be responsible for, but not limited to:  Support in demand management and running workshops with Business and IT teams  Please click here to view a copy of the role description .    We are looking for someone who has a Tertiary qualifications in IT or a related field. They will have excellent verbal and written communication skills and the ability to deal effectively with people at all levels. The individual will have the capacity to operate both independently, using initiative and self-direction, and as a team member to produce consistently high-quality work.  To be successful in this role you will have the ability to use initiative and maintain a high degree of confidentiality, discretion, and judgement while maintaining a strong customer service approach. You will gather and collate information from multiple sources and across different service owners, delivery teams and vendors.  The successful candidate will be required to decompose high-level information into details. They will facilitate workshops and storyboarding. Exhibiting strong interpersonal and communication skills to help negotiate priorities and to resolve conflicts among stakeholders is essential as is having previous written business process output of a very high standard.    Being part of Transport for NSW, you’ll have access to a range of unique government benefits in a flexible work environment like no other. If you’re ready to step into this meaningful and rewarding role, we want to hear from you!    To apply for this position, please submit your resume and answer the questions that are asked as part of the online application process.    The salary for this position is TfNSW Grade 8 ($118,015.00 - $ 132,176.00) per annum plus superannuation and leave loading.  For more information on Employee Benefits at TfNSW please click here .      We are committed to being an inclusive, diverse and flexible workplace where differences are valued. We welcome people of all backgrounds, experience and abilities.  We enable our people to work in ways that work for them and their teams. Working virtually and from different locations including regional locations, staggering work hours and job sharing are just some of the ways our people can work flexibly.  Please contact the Talent Specialist below if you require any adjustments to be made to how you interact with us throughout the recruitment process or would like to discuss flexible work options.  For any enquiries, please email Srivatsa Lakshmi Narayana at SRIVATSA.LAKSHMINARAYANA@TRANSPORT.NSW.GOV.AU.  Find out more about Transport for NSW at https://www.transport.nsw.gov.au/about-us"
101,"2x Senior Commercial Analyst, Strategic Accounts",Medtronic,"Macquarie Park, New South Wales, Australia",2021-08-25,https://au.linkedin.com/jobs/view/2x-senior-commercial-analyst-strategic-accounts-at-medtronic-2695744902?refId=HWAFoYC7r%2BLPbIUd8QPBBA%3D%3D&trackingId=vDG5xvM3iDA1tuUn%2B%2BgtCA%3D%3D&position=8&pageNum=4&trk=public_jobs_jserp-result_search-card,"Medical Devices, Hospital & Health Care, and Pharmaceuticals","Employment type
Full-time",Mid-Senior level,"Careers that Change Lives  Be a part of a company that thinks differently to solve problems, make progress, and deliver meaningful innovations. We are currently looking for 2x Senior Commercial Analyst in Strategic Accounts to support the Cardiovascular, Medical Surgical & Neuroscience portfolios. This position will be based in Macquarie Park office and will initially start off as a 6-month contract role with potential extension to 12 months or conversion to permanent role.  At Medtronic you’re working within a team of talented, friendly, and highly professional individuals who strive as a team to succeed. As an organisation, we offer outstanding training and development opportunities and for this reason recently gained recognition as certified great place to work and one of LinkedIn’s Top 25 Companies in Australia & New Zealand.    Reporting to the Sr. Commercial Manager, the Sr. Commercial Analyst will support Medtronic’s commercial programs. You will be responsible for developing best practice operating procedures, creating standardized pricing and modelling templates, assisting in developing contract KPIs for key Strategic and Corporate accounts, modelling market share in order to maximise Medtronic share of wallet and analysing available data to provide a greater level of insight on the performance of Corporate and Strategic Accounts.  Does this position suit your talents and experience? Then please apply directly via the apply button!    Supporting the Senior Commercial Manager of Strategic Accounts to execute the Strategic Accounts commercial strategy by:        In our 5th Tenet of our Mission we by providing an employment framework that allows personal satisfaction in work accomplished, security, advancement opportunity, and means to share in the company's success. Also, a competitive package is of course part of that. We offer a competitive salary and benefits package to all our employees:    Together, we can change healthcare worldwide. At Medtronic, we push the limits of what technology can do to help alleviate pain, restore health, and extend life. We challenge ourselves and each other to make tomorrow better than yesterday. It is what makes this an exciting and rewarding place to be.  We can accelerate and advance our ability to create meaningful innovations – but we will only succeed with the right people on our team. Let’s work together to address universal healthcare needs and improve patients’ lives. Help us shape the future.  Medtronic has been servicing Australia and New Zealand since 1973. We are a Best Place to Work in Australia and certified a Great Place to Work in both Australia and New Zealand. Medtronic was named by LinkedIn as a top company in Australia in 2021. We have also been recognized by the AFR on their ‘Most Innovative Companies List’ in 2019 and 2020.  Learn more about working at Medtronic:  Additional Information"
102,IT Support Engineer / L3 Senior IT Analyst,Qualtrics,"Sydney, New South Wales, Australia",2021-08-25,https://au.linkedin.com/jobs/view/it-support-engineer-l3-senior-it-analyst-at-qualtrics-2689830141?refId=HWAFoYC7r%2BLPbIUd8QPBBA%3D%3D&trackingId=72ub1ypJmZZqFwV0Iis5pg%3D%3D&position=9&pageNum=4&trk=public_jobs_jserp-result_search-card,"Information Technology and Services, Computer Software, and Internet","Employment type
Full-time",Associate,"The Qualtrics XM Platform™ is a system of action that helps businesses to attract customers who stay longer and buy more, to engage and empower employees to do the best work of their lives, to develop breakthrough products people love, and to build a brand people can’t imagine living without.  Joining Qualtrics means becoming part of a team bold enough to chase breakthrough experiences - like building a technology that will be a force for good. A team committed to diversity, equity, and inclusion because of a conviction that every voice holds value, with a vision for representation that matches the world around us and inclusion that far exceeds it. You could belong to a team whose values center on transparency, being all in, having customer obsession, acting as one team, and operating with scrappiness. All so you can do the best work of your career.  We believe every interaction is an opportunity. Are we yours?    An IT Analyst at Qualtrics responds to incoming IT service requests and incident reports, educates employees about available technical support options, maintains Zoom rooms and restores their operation if needed, maintains IT services documentation and installs security cameras. You triage incoming issues, determining urgency based on established policy and common sense. You interface with your peers at IT around the globe, with other teams involved in provisioning of IT services such as Security, Data Engineering, Facilities and Network Operations, and with technology users all around Q. Your primary focus is to keep users productive by eliminating obstacles caused by IT incidents and to increase productivity through timely fulfilment of service requests.  At Qualtrics, we have seven defined job levels for Individual Contributors (IC): L2, L3, L4, and L5. While all ICs exercise the different aspects of their role, one’s mastery level with the aspects plays a vital role in determining where the person is in terms of their career growth.    . What role does the person play in Operations? Is the person not there, a silent observer, active on call member, or a call leader?    The successful candidate will be responsible for providing internal customer support, troubleshooting and solutions related to end-user computer, phone, server, AV and other platforms and services. Assist in implementing, maintaining and monitoring of backend and infrastructure systems."
103,Business Analyst - Margin and Collateral,Macquarie Group,"Sydney, New South Wales, Australia",2021-08-25,https://au.linkedin.com/jobs/view/business-analyst-margin-and-collateral-at-macquarie-group-2689821927?refId=HWAFoYC7r%2BLPbIUd8QPBBA%3D%3D&trackingId=1yzXxLolIfv2hDG10Whb%2FA%3D%3D&position=10&pageNum=4&trk=public_jobs_jserp-result_search-card,"Banking, Financial Services, and Investment Banking","Employment type
Full-time",Not Applicable,"Sydney  In this role, you will work with the team to reimagine the future of Collateral management. We're looking for people who think big, challenge the norm, collaborate efficiently, welcome feedback, have an eye for detail, and are dedicated to delivering exceptional customer experience across the business.  You will work autonomously as a part of a dynamic and motivated team working in an agile software development environment.  The role involves you designing and delivering solutions to support the Commodities and Global Market Technology on its transformation journey. You will have particular expertise in business requirements gathering, leveraging data to support decision making, facilitate workshops, process design, process mapping, story writing and change management in an agile environment. You will be an excellent collaborator and build strong relationships with a range of stakeholders.      The Corporate Operations Group brings together specialist support services in Digital Transformation & Data, Technology, Operations, Human Resources, Business Services, Business Improvement & Strategy, and the Macquarie Group Foundation. We deliver service excellence to ensure Macquarie is open for business, deliver on transformational change, invest in our people and have deep relationships with our customers.    The diversity of our people is one of our greatest strengths, and in combination with our inclusive environment, it enables us to deliver innovative and sustainable outcomes for our people, clients, shareholders and communities. From day one, you'll be encouraged to be yourself and supported to perform at your best. If our purpose of ‘empowering people to innovate and invest for a better future’ is as inspiring to you as it is to us, please apply. With the right technology, support and resources, our people can work in a range of flexible ways.  We are committed to providing a working environment that embraces and values diversity and inclusion. We encourage candidates to speak with a member of our recruitment team if you require adjustments to our recruitment process to support you, and the type of working arrangements that would help you thrive.    A career at Macquarie means you’ll have the opportunity to develop and utilise new skills, explore interesting fields and do challenging work that will impact the lives of people around the world—whether it’s accelerating the green energy transition, helping sustain global food supplies, financing social housing projects or investing in essential infrastructure. At Macquarie, we’re empowering people to innovate and invest for a better future.  Our size and international presence means your work can take you anywhere—across business groups, disciplines, sectors and borders. With 16,000+ employees and offices in 32 markets around the world, we’re a truly global organisation.  You’ll be supported by a diverse team where the unique perspectives, ideas and experiences that all of our people bring are valued. You’ll be empowered to address unmet needs in our communities whilst advising and investing alongside our clients and partners. Working with us, you’ll have the opportunity to make a difference.  Macquarie is a global financial group providing clients with asset management, retail and business banking, wealth management, leasing and asset financing, market access, commodity trading, renewables development, specialist advisory, capital raising and principal investment.  Find out more at www.macquarie.com/careers  COG-958436  Permanent - Full time  Sydney  Mid-senior, Technology  Corporate Operations Group  Technology  Ian Bullimore  13/7/2021"
104,Manager / Senior Manager - Business Analyst - Financial Crime Risk,Macquarie Group,"Sydney, New South Wales, Australia",2021-08-25,https://au.linkedin.com/jobs/view/manager-senior-manager-business-analyst-financial-crime-risk-at-macquarie-group-2689827032?refId=HWAFoYC7r%2BLPbIUd8QPBBA%3D%3D&trackingId=oYJHI7JLKDpRL1iaxaZiHA%3D%3D&position=11&pageNum=4&trk=public_jobs_jserp-result_search-card,"Banking, Financial Services, and Investment Banking","Employment type
Full-time",Not Applicable,"Sydney  This is an exciting new opportunity to join Macquarie’s Risk Management Group, focused on key Financial Crime Risk initiatives. This is a high visibility role, on a multi-year, CRO sponsored program!  Focused on key Financial Crime Risk (FCR) initiatives, this role sits within an experienced team and involves working with FCR stakeholders, colleagues in technology, operations and other business groups to assess impacts on current state, as well as shape and deliver solutions which manage our external obligations and allow our Risk Management Group to effectively manage risk.  We are seeking both a Manager and a Senior Manager with Business Analyst capability. In this role you will assess impacts on current state, as well as shape and deliver solutions which manage our external obligations and allow our Risk Management Group to effectively manage risk.  As a member of the Projects and Change team, you will be responsible for:  To be successful in the role you will bring with you at least 3+ years prior Business Analyst experience, ideally gained within the financial crime domain. You will use your strong written and verbal communications skills to communicate with a broad range of stakeholders, and be able to work both independently and has part of team.  If this sounds like you then we would love to hear from you, please apply via the link below.    The Risk Management Group (RMG) is an independent, centralised unit responsible for ensuring all risk across Macquarie are appropriately assessed and managed. Its divisions include Behavioural Risk, Compliance, Credit, Financial Crime Risk, Internal Audit, Market Risk, Operational Risk, Regulatory Affairs and Aggregate Risk, and RMG Enterprise Support.    The diversity of our people is one of our greatest strengths, and in combination with our inclusive environment, it enables us to deliver innovative and sustainable outcomes for our people, clients, shareholders and communities. From day one, you'll be encouraged to be yourself and supported to perform at your best. If our purpose of ‘empowering people to innovate and invest for a better future’ is as inspiring to you as it is to us, please apply. With the right technology, support and resources, our people can work in a range of flexible ways.  We are committed to providing a working environment that embraces and values diversity and inclusion. We encourage candidates to speak with a member of our recruitment team if you require adjustments to our recruitment process to support you, and the type of working arrangements that would help you thrive.    A career at Macquarie means you’ll have the opportunity to develop and utilise new skills, explore interesting fields and do challenging work that will impact the lives of people around the world—whether it’s accelerating the green energy transition, helping sustain global food supplies, financing social housing projects or investing in essential infrastructure. At Macquarie, we’re empowering people to innovate and invest for a better future.  Our size and international presence means your work can take you anywhere—across business groups, disciplines, sectors and borders. With 16,000+ employees and offices in 32 markets around the world, we’re a truly global organisation.  You’ll be supported by a diverse team where the unique perspectives, ideas and experiences that all of our people bring are valued. You’ll be empowered to address unmet needs in our communities whilst advising and investing alongside our clients and partners. Working with us, you’ll have the opportunity to make a difference.  Macquarie is a global financial group providing clients with asset management, retail and business banking, wealth management, leasing and asset financing, market access, commodity trading, renewables development, specialist advisory, capital raising and principal investment.  Find out more at www.macquarie.com/careers  RMG-959581  Permanent - Full time  Sydney  Mid-senior, Mid-level, Risk Management  Risk Management Group  RMG Enterprise Support  Reveka Papadopoulos  23/8/2021"
105,Analyst - Channel Dynamics,IQVIA,"St. Leonards, New South Wales, Australia",2021-08-25,https://au.linkedin.com/jobs/view/analyst-channel-dynamics-at-iqvia-2695577717?refId=HWAFoYC7r%2BLPbIUd8QPBBA%3D%3D&trackingId=G8O%2BNaiz1OvQci18AD4F%2FA%3D%3D&position=12&pageNum=4&trk=public_jobs_jserp-result_search-card,Pharmaceuticals,"Employment type
Full-time",Not Applicable,"We are looking for an analyst to join IQVIA’s Real World Solutions team. IQVIA is a world-leading provider of health data, research and technology solutions, dedicated to improving health outcomes by driving informed decision-making. This is an opportunity for a motivated graduate to be a part of a growing and dynamic team, and to play a key role in the delivery of data analytics and consulting solutions to clients in the life sciences sector.  The key focus of the analyst role is to support IQVIA’s Channel Dynamics team, which offers industry-leading insights on marketing and educational activities to healthcare professionals. Using a syndicated research approach, the team provides deep insights into promotional and sales force effectiveness and works closely with a range of clients across marketing, sales and medical teams to help inform their commercial strategy.  The role will suit a proactive individual with keenness to learn and demonstrated analytical and communication skills. Prior experience in healthcare, market research and/or data analytics are advantageous.      As an Analyst interested in joining IQVIA, you will have proven analytical, interpretative and problem-solving skills. Other required skills will include:   Please note: only candidates with full Australian working rights will be contacted  At IQVIA, we believe in pushing the boundaries of human science and data science to make the biggest impact possible – to help our customers create a healthier world. The advanced analytics, technology solutions and contract research services we provide to the life sciences industry are made possible by our 70,000+ employees around the world who apply their insight, curiosity and intellectual courage every step of the way. Learn more at jobs.iqvia.com."
106,Senior Business Analyst,TEKsystems,"Sydney, New South Wales, Australia",2021-08-25,https://au.linkedin.com/jobs/view/senior-business-analyst-at-teksystems-2666359483?refId=HWAFoYC7r%2BLPbIUd8QPBBA%3D%3D&trackingId=PJHsy5moqZqz5gGiiNrJdQ%3D%3D&position=13&pageNum=4&trk=public_jobs_jserp-result_search-card,Information Technology and Services,"Employment type
Full-time",Not Applicable,"Twelve-month contract Federal Government client, high profile digital transformation Seeking a Senior Business Analyst We are seeking a Senior Business Analyst to join a major Federal Government initiative. This is a high profile program of work entailing the design and implementation of network infrastructure and the establishment of a data analytics function. This is a fantastic and long term opportunity."
107,"Software Engineer, iOS",DoorDash,"Sydney, New South Wales, Australia",2021-08-25,https://au.linkedin.com/jobs/view/software-engineer-ios-at-doordash-2666332507?refId=HWAFoYC7r%2BLPbIUd8QPBBA%3D%3D&trackingId=y%2B883xOOf559abiUUs4CJg%3D%3D&position=14&pageNum=4&trk=public_jobs_jserp-result_search-card,"Marketing and Advertising, Computer Software, and Internet","Employment type
Full-time",Not Applicable,"About The Team  DoorDash is building the world's most reliable on-demand, logistics engine for delivery. We are seeing hypergrowth and expanding our Engineering offices globally! We are looking for Founding Engineers to join our Australia Team and to work on building and maintaining a large scale 24x7 global infrastructure system that powers DoorDash's 3-sided marketplace of Consumers, Merchants and Dashers.    We're looking for multiple product-focused iOS engineers who love building reliable, intuitive, and beautiful experiences on mobile. We aren't just developing an app; we're building a mobile ecosystem from the ground up that integrates the consumers, merchants, and drivers. This is a full-stack role where you'll not only build complex apps but will also make impactful decisions on the product.        – Leadership is not limited to our management team. It’s something everyone at DoorDash embraces and embodies.  – We believe the only way to predict the future is to build it. Creating solutions to lead our company and our industry is what we do on every project, every day.  – Everyone here is continually learning on the job, no matter if we’ve been in a role for one year or one minute. We are committed to learning and implementing what is best for our customers, merchants, and dashers.  – The magic of DoorDash is our people, together making our inspiring goals attainable and driving us to greater heights.    At DoorDash, our mission to empower local economies shapes how our team members move quickly and always learn and reiterate to support merchants, Dashers and the communities we serve. We are a technology and logistics company that started with door-to-door delivery, and we are looking for team members who can help us go from a company that is known for delivering food to a company that people turn to for any and all goods. Read more on the DoorDash website, the DoorDash blog, the DoorDash Engineering blog, and the DoorDash Careers page.  DoorDash is growing rapidly and changing constantly, which gives our team members the opportunity to share their unique perspectives, solve new challenges, and own their careers. Our leaders seek the truth and welcome big, hairy, audacious questions. We are grounded in our company values, and we make intentional decisions that are both logical and display empathy for our range of users—from Dashers to Merchants to Customers.  We're committed to supporting employees’ happiness, healthiness, and overall well-being by providing comprehensive benefits and perks.    We’re committed to growing and empowering a more inclusive community within our company, industry, and cities. That’s why we hire and cultivate diverse teams of people from all backgrounds, experiences, and perspectives. We believe that true innovation happens when everyone has room at the table and the tools, resources, and opportunity to excel.  If you need any accommodations, please inform your recruiting contact upon initial connection."
108,Campaign Data Analyst,ING Australia,"Sydney, New South Wales, Australia",2021-08-25,https://au.linkedin.com/jobs/view/campaign-data-analyst-at-ing-australia-2689813059?refId=HWAFoYC7r%2BLPbIUd8QPBBA%3D%3D&trackingId=MunkIwlGNsCrQv7mPyBTQw%3D%3D&position=15&pageNum=4&trk=public_jobs_jserp-result_search-card,"Computer Software, Banking, and Financial Services","Employment type
Full-time",Entry level,"It’s a fun and exciting time to join ING. We have recently been named the ‘World’s Best Bank for 2021’ and due to continuous growth we are looking to hire our newest and brightest Campaign Data Analyst to join our high performance team.  In collaboration with key stakeholders, you’ll design, build, implement and manage data that delivers personalised customer communications across all channels, outbound and inbound. This is the perfect role for you if you enjoy working in a fast paced environment, love taking challenges and problem solving is something you enjoy!  We are looking for someone who is and entrepreneurial spirit!        At ING, we want to make life simpler and more worthwhile – for everyone who banks with us, for the people who work with us, and the community at large, too.  When you come to work at ING, you’re joining a team where individuality isn’t just accepted, it’s encouraged. We’ve built a culture that’s fun, friendly and supportive – it’s the kind of place where you can be yourself and make the most of whatever you have to offer.  We give people the freedom to take risks, think differently, take ownership of their work, and make great things happen. We’re here to help you get ahead. And with our global network, there’s plenty of scope to take your career in new directions, perhaps even ones you’ve never considered.  People of all ages, sexual orientations, cultures and backgrounds are welcome to apply – likewise if you’re an indigenous Australian, or you’re living with a disability, or you have family or caring responsibilities.  Sound like the kind of place you’d feel at home? We’d love to hear from you.  (One last thing, ING operates a direct talent sourcing model. So no agency introductions, please.)"
109,Data Engineers | Technology Consulting - Data & Analytics,EY,"Sydney, New South Wales, Australia",2021-08-25,https://au.linkedin.com/jobs/view/data-engineers-technology-consulting-data-analytics-at-ey-2665045137?refId=HWAFoYC7r%2BLPbIUd8QPBBA%3D%3D&trackingId=3gCLOp%2FpkvTBAqWEp6dHig%3D%3D&position=16&pageNum=4&trk=public_jobs_jserp-result_search-card,"Information Technology and Services, Computer Software, and Financial Services","Employment type
Full-time",Entry level,"At EY, you’ll have the chance to build a career as unique as you are, with the global scale, support, inclusive culture and technology to become the best version of you. And we’re counting on your unique voice and perspective to help EY become even better, too. Join us and build an exceptional experience for yourself, and a better working world for all.    We are seeking Data Engineers at Senior Consultant and Manager level to join our EY Data and Analytics team in our Melbourne, Brisbane or Canberra office. This role is offered on a flexible, full-time basis.  EY DnA is the data and advanced analytics capability within EY Asia-Pacific, with over 500 specialist employees working across multiple industry sectors.  We implement information-driven strategies and systems that help grow, optimize and protect client organizations.  We go beyond strategy and provide end to end implementation of real-life data environments and have some of the best architects, project managers, business analysts, data scientists, big data engineers, developers and consultants in the region.             EY exists to build a better working world, helping to create long-term value for clients, people and society and build trust in the capital markets.  Enabled by data and technology, diverse EY teams in over 150 countries provide trust through assurance and help clients grow, transform and operate.  Working across assurance, consulting, law, strategy, tax and transactions, EY teams ask better questions to find new answers for the complex issues facing our world today.  The preferred applicant will be subject to employment screening by EY or by their external third-party provider. Regarding this role, the minimum salary is $90,000 including 10% superannuation."
